meantemp,humidity,wind_speed,meanpressure,meantemp_lag1,meantemp_lag2,meantemp_lag3,humidity_lag1,humidity_lag2,humidity_lag3,wind_speed_lag1,wind_speed_lag2,wind_speed_lag3,meanpressure_lag1,meanpressure_lag2,meanpressure_lag3,year,month,day_of_month,day_of_week,day_of_year
8.666666666666666,71.33333333333333,1.2333333333333334,1017.1666666666666,7.166666666666667,7.4,10.0,87.0,92.0,84.5,4.633333333333334,2.98,0.0,1018.6666666666666,1017.8,1015.6666666666666,2013,1,4,4,4
6.0,86.83333333333333,3.7,1016.5,8.666666666666666,7.166666666666667,7.4,71.33333333333333,87.0,92.0,1.2333333333333334,4.633333333333334,2.98,1017.1666666666666,1018.6666666666666,1017.8,2013,1,5,5,5
7.0,82.8,1.48,1018.0,6.0,8.666666666666666,7.166666666666667,86.83333333333333,71.33333333333333,87.0,3.7,1.2333333333333334,4.633333333333334,1016.5,1017.1666666666666,1018.6666666666666,2013,1,6,6,6
7.0,78.6,6.3,1020.0,7.0,6.0,8.666666666666666,82.8,86.83333333333333,71.33333333333333,1.48,3.7,1.2333333333333334,1018.0,1016.5,1017.1666666666666,2013,1,7,0,7
8.857142857142858,63.71428571428572,7.142857142857143,1018.7142857142856,7.0,7.0,6.0,78.6,82.8,86.83333333333333,6.3,1.48,3.7,1020.0,1018.0,1016.5,2013,1,8,1,8
14.0,51.25,12.5,1017.0,8.857142857142858,7.0,7.0,63.71428571428572,78.6,82.8,7.142857142857143,6.3,1.48,1018.7142857142856,1020.0,1018.0,2013,1,9,2,9
11.0,62.0,7.399999999999999,1015.6666666666666,14.0,8.857142857142858,7.0,51.25,63.71428571428572,78.6,12.5,7.142857142857143,6.3,1017.0,1018.7142857142856,1020.0,2013,1,10,3,10
15.714285714285714,51.285714285714285,10.571428571428571,1016.1428571428572,11.0,14.0,8.857142857142858,62.0,51.25,63.71428571428572,7.399999999999999,12.5,7.142857142857143,1015.6666666666666,1017.0,1018.7142857142856,2013,1,11,4,11
14.0,74.0,13.228571428571428,1015.5714285714286,15.714285714285714,11.0,14.0,51.285714285714285,62.0,51.25,10.571428571428571,7.399999999999999,12.5,1016.1428571428572,1015.6666666666666,1017.0,2013,1,12,5,12
15.833333333333334,75.16666666666667,4.633333333333334,1013.3333333333334,14.0,15.714285714285714,11.0,74.0,51.285714285714285,62.0,13.228571428571428,10.571428571428571,7.399999999999999,1015.5714285714286,1016.1428571428572,1015.6666666666666,2013,1,13,6,13
12.833333333333334,88.16666666666667,0.6166666666666667,1015.1666666666666,15.833333333333334,14.0,15.714285714285714,75.16666666666667,74.0,51.285714285714285,4.633333333333334,13.228571428571428,10.571428571428571,1013.3333333333334,1015.5714285714286,1016.1428571428572,2013,1,14,0,14
14.714285714285714,71.85714285714286,0.5285714285714286,1015.8571428571428,12.833333333333334,15.833333333333334,14.0,88.16666666666667,75.16666666666667,74.0,0.6166666666666667,4.633333333333334,13.228571428571428,1015.1666666666666,1013.3333333333334,1015.5714285714286,2013,1,15,1,15
13.833333333333334,86.66666666666667,0.0,1016.6666666666666,14.714285714285714,12.833333333333334,15.833333333333334,71.85714285714286,88.16666666666667,75.16666666666667,0.5285714285714286,0.6166666666666667,4.633333333333334,1015.8571428571428,1015.1666666666666,1013.3333333333334,2013,1,16,2,16
16.5,80.83333333333333,5.250000000000001,1015.8333333333334,13.833333333333334,14.714285714285714,12.833333333333334,86.66666666666667,71.85714285714286,88.16666666666667,0.0,0.5285714285714286,0.6166666666666667,1016.6666666666666,1015.8571428571428,1015.1666666666666,2013,1,17,3,17
13.833333333333334,92.16666666666669,8.950000000000001,1014.5,16.5,13.833333333333334,14.714285714285714,80.83333333333333,86.66666666666667,71.85714285714286,5.250000000000001,0.0,0.5285714285714286,1015.8333333333334,1016.6666666666666,1015.8571428571428,2013,1,18,4,18
12.5,76.66666666666667,5.883333333333333,1021.6666666666666,13.833333333333334,16.5,13.833333333333334,92.16666666666669,80.83333333333333,86.66666666666667,8.950000000000001,5.250000000000001,0.0,1014.5,1015.8333333333334,1016.6666666666666,2013,1,19,5,19
11.285714285714286,75.28571428571429,8.471428571428572,1020.2857142857144,12.5,13.833333333333334,16.5,76.66666666666667,92.16666666666669,80.83333333333333,5.883333333333333,8.950000000000001,5.250000000000001,1021.6666666666666,1014.5,1015.8333333333334,2013,1,20,6,20
11.2,77.0,2.22,1021.0,11.285714285714286,12.5,13.833333333333334,75.28571428571429,76.66666666666667,92.16666666666669,8.471428571428572,5.883333333333333,8.950000000000001,1020.2857142857144,1021.6666666666666,1014.5,2013,1,21,0,21
9.5,79.66666666666667,3.083333333333333,1021.8,11.2,11.285714285714286,12.5,77.0,75.28571428571429,76.66666666666667,2.22,8.471428571428572,5.883333333333333,1021.0,1020.2857142857144,1021.6666666666666,2013,1,22,1,22
14.0,60.16666666666666,4.016666666666667,1020.5,9.5,11.2,11.285714285714286,79.66666666666667,77.0,75.28571428571429,3.083333333333333,2.22,8.471428571428572,1021.8,1021.0,1020.2857142857144,2013,1,23,2,23
13.833333333333334,60.66666666666666,6.166666666666667,1020.5,14.0,9.5,11.2,60.16666666666666,79.66666666666667,77.0,4.016666666666667,3.083333333333333,2.22,1020.5,1021.8,1021.0,2013,1,24,3,24
12.25,67.0,5.55,1020.75,13.833333333333334,14.0,9.5,60.66666666666666,60.16666666666666,79.66666666666667,6.166666666666667,4.016666666666667,3.083333333333333,1020.5,1020.5,1021.8,2013,1,25,4,25
12.666666666666666,64.16666666666667,6.800000000000001,1019.6666666666666,12.25,13.833333333333334,14.0,67.0,60.66666666666666,60.16666666666666,5.55,6.166666666666667,4.016666666666667,1020.75,1020.5,1020.5,2013,1,26,5,26
12.857142857142858,65.57142857142857,5.557142857142857,1018.1428571428572,12.666666666666666,12.25,13.833333333333334,64.16666666666667,67.0,60.66666666666666,6.800000000000001,5.55,6.166666666666667,1019.6666666666666,1020.75,1020.5,2013,1,27,6,27
14.833333333333334,56.0,3.7,1017.8333333333334,12.857142857142858,12.666666666666666,12.25,65.57142857142857,64.16666666666667,67.0,5.557142857142857,6.800000000000001,5.55,1018.1428571428572,1019.6666666666666,1020.75,2013,1,28,0,28
14.125,65.5,3.2375,1016.625,14.833333333333334,12.857142857142858,12.666666666666666,56.0,65.57142857142857,64.16666666666667,3.7,5.557142857142857,6.800000000000001,1017.8333333333334,1018.1428571428572,1019.6666666666666,2013,1,29,1,29
14.714285714285714,70.42857142857143,1.0571428571428572,1017.8571428571428,14.125,14.833333333333334,12.857142857142858,65.5,56.0,65.57142857142857,3.2375,3.7,5.557142857142857,1016.625,1017.8333333333334,1018.1428571428572,2013,1,30,2,30
16.2,65.6,2.96,1018.4,14.714285714285714,14.125,14.833333333333334,70.42857142857143,65.5,56.0,1.0571428571428572,3.2375,3.7,1017.8571428571428,1016.625,1017.8333333333334,2013,1,31,3,31
16.0,73.0,2.22,1016.0,16.2,14.714285714285714,14.125,65.6,70.42857142857143,65.5,2.96,1.0571428571428572,3.2375,1018.4,1017.8571428571428,1016.625,2013,2,1,4,32
16.285714285714285,77.57142857142857,1.3285714285714287,1017.1428571428572,16.0,16.2,14.714285714285714,73.0,65.6,70.42857142857143,2.22,2.96,1.0571428571428572,1016.0,1018.4,1017.8571428571428,2013,2,2,5,33
18.0,65.57142857142857,1.8571428571428568,1015.2857142857144,16.285714285714285,16.0,16.2,77.57142857142857,73.0,65.6,1.3285714285714287,2.22,2.96,1017.1428571428572,1016.0,1018.4,2013,2,3,6,34
17.428571428571427,74.28571428571429,11.114285714285714,1014.5714285714286,18.0,16.285714285714285,16.0,65.57142857142857,77.57142857142857,73.0,1.8571428571428568,1.3285714285714287,2.22,1015.2857142857144,1017.1428571428572,1016.0,2013,2,4,0,35
16.625,92.375,9.725,1016.375,17.428571428571427,18.0,16.285714285714285,74.28571428571429,65.57142857142857,77.57142857142857,11.114285714285714,1.8571428571428568,1.3285714285714287,1014.5714285714286,1015.2857142857144,1017.1428571428572,2013,2,5,1,36
16.666666666666668,71.33333333333333,8.633333333333333,1018.6666666666666,16.625,17.428571428571427,18.0,92.375,74.28571428571429,65.57142857142857,9.725,11.114285714285714,1.8571428571428568,1016.375,1014.5714285714286,1015.2857142857144,2013,2,6,2,37
15.6,59.4,10.74,1018.6,16.666666666666668,16.625,17.428571428571427,71.33333333333333,92.375,74.28571428571429,8.633333333333333,9.725,11.114285714285714,1018.6666666666666,1016.375,1014.5714285714286,2013,2,7,3,38
14.0,70.42857142857143,9.257142857142856,1017.1428571428572,15.6,16.666666666666668,16.625,59.4,71.33333333333333,92.375,10.74,8.633333333333333,9.725,1018.6,1018.6666666666666,1016.375,2013,2,8,4,39
15.428571428571429,61.285714285714285,9.257142857142856,1016.8571428571428,14.0,15.6,16.666666666666668,70.42857142857143,59.4,71.33333333333333,9.257142857142856,10.74,8.633333333333333,1017.1428571428572,1018.6,1018.6666666666666,2013,2,9,5,40
15.25,71.5,3.475,1017.125,15.428571428571429,14.0,15.6,61.285714285714285,70.42857142857143,59.4,9.257142857142856,9.257142857142856,10.74,1016.8571428571428,1017.1428571428572,1018.6,2013,2,10,6,41
15.875,70.5,5.325,1016.5,15.25,15.428571428571429,14.0,71.5,61.285714285714285,70.42857142857143,3.475,9.257142857142856,9.257142857142856,1017.125,1016.8571428571428,1017.1428571428572,2013,2,11,0,42
15.333333333333334,70.33333333333333,7.416666666666667,1017.5,15.875,15.25,15.428571428571429,70.5,71.5,61.285714285714285,5.325,3.475,9.257142857142856,1016.5,1017.125,1016.8571428571428,2013,2,12,1,43
16.285714285714285,70.14285714285714,6.085714285714287,1016.0,15.333333333333334,15.875,15.25,70.33333333333333,70.5,71.5,7.416666666666667,5.325,3.475,1017.5,1016.5,1017.125,2013,2,13,2,44
17.333333333333332,63.833333333333336,4.333333333333333,1014.1666666666666,16.285714285714285,15.333333333333334,15.875,70.14285714285714,70.33333333333333,70.5,6.085714285714287,7.416666666666667,5.325,1016.0,1017.5,1016.5,2013,2,14,3,45
19.166666666666668,65.33333333333333,10.183333333333335,1011.6666666666666,17.333333333333332,16.285714285714285,15.333333333333334,63.833333333333336,70.14285714285714,70.33333333333333,4.333333333333333,6.085714285714287,7.416666666666667,1014.1666666666666,1016.0,1017.5,2013,2,15,4,46
14.428571428571429,92.71428571428572,8.485714285714286,1008.0,19.166666666666668,17.333333333333332,16.285714285714285,65.33333333333333,63.833333333333336,70.14285714285714,10.183333333333335,4.333333333333333,6.085714285714287,1011.6666666666666,1014.1666666666666,1016.0,2013,2,16,5,47
13.666666666666666,90.0,0.0,1012.6666666666666,14.428571428571429,19.166666666666668,17.333333333333332,92.71428571428572,65.33333333333333,63.833333333333336,8.485714285714286,10.183333333333335,4.333333333333333,1008.0,1011.6666666666666,1014.1666666666666,2013,2,17,6,48
15.6,78.4,12.220000000000002,1016.2,13.666666666666666,14.428571428571429,19.166666666666668,90.0,92.71428571428572,65.33333333333333,0.0,8.485714285714286,10.183333333333335,1012.6666666666666,1008.0,1011.6666666666666,2013,2,18,0,49
15.857142857142858,82.0,5.814285714285715,1015.7142857142856,15.6,13.666666666666666,14.428571428571429,78.4,90.0,92.71428571428572,12.220000000000002,0.0,8.485714285714286,1016.2,1012.6666666666666,1008.0,2013,2,19,1,50
17.714285714285715,74.71428571428571,5.814285714285715,1017.0,15.857142857142858,15.6,13.666666666666666,82.0,78.4,90.0,5.814285714285715,12.220000000000002,0.0,1015.7142857142856,1016.2,1012.6666666666666,2013,2,20,2,51
20.0,67.28571428571429,6.614285714285714,1015.4285714285714,17.714285714285715,15.857142857142858,15.6,74.71428571428571,82.0,78.4,5.814285714285715,5.814285714285715,12.220000000000002,1017.0,1015.7142857142856,1016.2,2013,2,21,3,52
20.5,65.625,10.875000000000002,1016.0,20.0,17.714285714285715,15.857142857142858,67.28571428571429,74.71428571428571,82.0,6.614285714285714,5.814285714285715,5.814285714285715,1015.4285714285714,1017.0,1015.7142857142856,2013,2,22,4,53
17.428571428571427,74.85714285714286,9.257142857142856,1017.0,20.5,20.0,17.714285714285715,65.625,67.28571428571429,74.71428571428571,10.875000000000002,6.614285714285714,5.814285714285715,1016.0,1015.4285714285714,1017.0,2013,2,23,5,54
